invocation,cmd
Find all files ending with ".log" in the current directory and its subdirectories and count the number of lines in each file.,find ~ -name "*.log" | xargs wc -l
Display the first line of a randomly sorted list of the contents of the /etc/passwd file.,env LANG=C sort -R /etc/passwd | head -n 1
"Find all files in the current directory and its subdirectories up to two levels deep, and search for the word ""random"" in them.",find . -mindepth 1 -maxdepth 2 -type f -name '*' | xargs grep -i 'random'
echo Echo random number followed by four random hexadecimal characters.,echo ${RANDOM}$(openssl rand -hex 4)
Find all files and delete them using the rm command.,find -type f -exec rm {} +
"Find all environment variables, then find all files modified more than two days ago and execute the command ""chmod 755"" on each of them.",find $(printenv) -mtime +2 -exec chmod 755 {} \;
Find all files in the Documents directory that are larger than 20 megabytes and list them in order of size.,find ~/Documents -type f -size +20M | xargs ls -S
Create a tar archive containing the first four randomly sorted files in the current directory.,tar -cf - $(ls -1 | sort -R | head -n 4);
Find a file with an inode number randomly chosen between 1 and 1000 and delete it.,find . -inum `shuf -i 1-1000 -n 1` -delete
Print the name of a random file in the current directory (not a directory),echo $(ls -p | grep -v / | sort -R | head -1)
Find all files with the extension ".txt" in the entire file system and count the number of lines in each file.,find / -name "*.txt" | xargs wc -l
Search recursively for the string 'string' in all files with the extension '.txt' in the directory '/path' and its subdirectories.,grep -R 'string' $(find /path -name '*.txt');
Print a random word from the dictionary file located in /usr/share/dict/words.,sort -R /usr/share/dict/words | xargs -I RAND echo RAND | head -n1
Print a random string of length 32 (or a different length if specified) from the random data generated by the /dev/urandom device.,echo $(sort --random-sort /dev/urandom | head -c ${1:-32})
"Read from the /dev/urandom file and output only characters from a-zA-Z0-9!@#$%^&*_, fold the output to 16 characters wide, and output only the first line.",cat /dev/urandom | tr -dc 'a-zA-Z0-9!@#$%^&*_' | fold -w 16 | head -n 1
Find all files in the current directory and its subdirectories and execute the command 'grep -l "text"' on each of them.,find . -type f -exec grep -l "text" {} \;
Print "Hello World!" using a random number between 1 and 100000.,shuf -i 1-100000 -n 1 | xargs echo "echo Hello World!"
Find all files with the extension ".log" and delete them.,find ~ -type f -name "*.log" | xargs rm -f
Find all files and execute the command "echo rm -rf" followed by the file name.,find . -type f -exec echo rm -rf {} \;
Find all files with any extension and pipe them to a command that will replace any number with the same number followed by a new line.,find . -name '*.*' | xargs sed -i 's/[0-9]/&\n/g'
"Cut the first, fourth, fifth, and sixth fields (separated by colons) from the file /etc/passwd and append the output to the file newfile.txt.","cut -f1,4-6 -d: /etc/passwd | tee -a newfile.txt"
Find all files with the extension ".log" and execute the command "sed -i 's/Version.*/Version 3.14/g' {} +" on them.,find . -name "*.log" -exec sed -i 's/Version.*/Version 3.14/g' {} +
"Print the first 100 lines of a randomly selected text file in the current directory, and print the output.",head -n 100 $(find -iname '*.txt' | xargs ls -S | sort -R | awk 'NR==1') | sed 's/^/echo /g' | sh
Find all files with the extension ".jpg" in the entire file system and delete them.,find / -name "*.jpg" | xargs rm -rf
"Take a random number between 5 and 200 from the /dev/urandom file, take the first n lines of that file, convert the characters to uppercase and lowercase letters and numbers, and then encode the result using base64.",head -n $(shuf -i 5-200 -n 1) /dev/urandom | tr -dc A-Za-z0-9 | sh base64
Replace any sequence of 10 alphanumeric characters with a randomly generated 10-character string generated by the OpenSSL command.,sed 's/[a-zA-Z0-9]\{10\}/`openssl rand -base64 20 | tr -d "=+/" | cut -c-10`/g'
"Find all files with the "".sh"" extension in the ""/usr/bin"" directory and its subdirectories, and make them executable.",find -L /usr/bin -type f -name "*.sh" -exec chmod +x {} \;
Find all files with the extension ".jpg" and delete the directories containing them.,find -name '*.jpg' | xargs rmdir
"Print a random string of 13 to 26 characters from the output of /dev/urandom, sorted randomly, using the command /bin/echo.","awk 'BEGIN{srand();printf ""%s\n"", ""/bin/echo $(sort -R /dev/urandom | tr -dc 'A-Za-z0-9' | head -c"" int(rand()*13+13) "")""}'"
Print a random 16-character alphanumeric string and use it to extract a tar.gz file.,printf ${$(tr -cd '[:alnum:]' < /dev/urandom | head -c16)} | xargs tar -xzf
Randomly select the first line from /dev/null.,sort -R /dev/null | head -n 1
@#$*V6X3#@$*#@$*#@$*#@$*#@$*#@$*#@$*,echo $(cat /dev/urandom | tr -dc 'A-Za-z0-9@#$*' | head -c 30)
Find all files in the home directory and delete them.,find ~/ -type f -exec rm {} +;
Find all files in the current directory (ls) recursively (r) that do not have a single character name (! -name '?*').,find $(ls) -r ! -name '?*'
Find the current timestamp (in seconds) and execute the command "ls -d" on the current directory.,find $(date +%s) -maxdepth 0 -exec ls -d {} \;
"Find all files in the current directory and its subdirectories, then randomly select one file and print its name.",find ./ -depth -print0 | xargs -0 -I{} shuf -n 1 {}
pulverization,echo $(sort -R /usr/share/dict/words|head -1)
"Find all files ending with .txt in the current directory and its subdirectories, and execute the command 'grep -E '\b[[:alpha:]]*\b' {}' on each of them.",find ~ -name '*.txt' -exec grep -E '\b[[:alpha:]]*\b' {} \;
"Copy and paste the output of randomly sorting 10 lines of /dev/urandom, then cut the first and third columns and replace the tab character with a space.","paste <(sort -R /dev/urandom | head -n10) <(sort -R /dev/urandom | head -n10) | cut -d$'\t' -f1,3 | tr '\t' ' '"
Find all files with the extension ".txt" and delete them.,find -name '*.txt' -delete
"Search the directory ""/etc/"" for files of type ""f"" and print the results, then execute the command ""grep -H 'localhost' {}"" on each file found.",find /etc/ -type f -print -exec grep -H 'localhost' {} \;
Find all files (not including files ending in .sh) and change their permissions to 644.,find / -type f \( ! -iname '*.sh' \) -exec chmod 644 {} \;
Find all files in the /var/log directory that are larger than 10MB and delete them.,find /var/log -size +10M -exec rm -rf {} \;
Find all files in the current directory (and its subdirectories) and copy the first 10 characters of each file name to a new file with the same name and the extension ".bak".,find . -iname '*' | head -c 10 | xargs -I {} cp {} {}_copy.bak
"Find a file in the home directory, randomly select one, and delete it.",find $(ls -1 ~/ | sort -R | head -1) -exec rm -f '{}' \;
Print a random number between 0 and 100.,shuf -i 0-100 -n 1 | xargs printf "echo %d\n"
"Randomly sort the contents of the /dev/urandom file, take the first 50 lines, and for each line, echo the contents followed by a semicolon.",sort -R /dev/urandom | head -50 | xargs -I {} echo {} \;
Search the entire file system for files with the name ending in ".txt" and execute the command "sed -i -r 's/^/Hello World! /' {}" on each of them.,find / -iname *.txt -exec sed -i -r 's/^/Hello World! /' {} \;
"Randomly output the contents of the file ~/my_data.txt, excluding blank lines.",shuf -o `cat ~/my_data.txt | awk '!/^$/'`;
Replace all numbers in file.txt with the word REPLACEMENT.,sed -i 's/[0-9]\+/REPLACEMENT/' file.txt
"Find all files in the /var/log directory, execute the md5sum command on each file, exclude any empty lines, sort the output randomly, and display the first line.",find /var/log -type f -exec md5sum {} \; | grep -v '^$' | sort -R | head -n 1
Search the /etc directory for files and execute the command 'sed -i 's/a/b/g' {}' on each file found.,find /etc -type f -exec sed -i 's/a/b/g' {} \;
Find the first item in a randomly sorted list of items that match the pattern "*".,find "*" | sort -R | head -1
Find all files and search for the word "password" (case insensitive),find -type f -name '*.*' | xargs grep -i "password"
"Find all files with the extension "".pdf"" in the current directory and its subdirectories, and display the contents of each file starting from the 6th line.",find ~ -type f -name '*.pdf' -exec tail -n +6 {} \;
"Find all files with the extension .txt in the current directory and its subdirectories, and for each of those files, use sed to replace any strings of the form ddd-ddd-dddd with ddd.ddd.dddd, creating a backup of the original file with the extension .bk.",find ./ -name "*.txt" | xargs sed -E -i.bk 's/(\d{3})-(\d{3})-(\d{4})/$1.$2.$3/'
"Randomly select one character from the set of numbers 0-9, lowercase letters a-z, and uppercase letters A-Z and echo it.",shuf -e `echo $(echo {0..9}{a..z}{A..Z})` | head -n1 | xargs echo
Find all files of type "file" with a name ending in ".txt" and execute the command "mv" to move them to a new name with ".txt.bak" appended.,find -type f -name "*.txt" -exec mv {} {}.txt.bak \;
"Find any files with a random name, and replace the string ""old"" with ""new"" in each of them.",find . -depth -name "*${RANDOM}*" | xargs -I@ sed -i 's/old/new/g' @
Find a file with a name that ends with the current timestamp in milliseconds.,find -name "*$(date +%s%3N)"
"Find a random file with the extension "".sh"" in the ""/usr"" directory, sort it randomly, and take the first one. Then make it executable.",printf '%s\n' "$(find /usr -name "*.sh" | sort -R | head -n 1)" | xargs chmod +x
echo ef9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f9f,echo $(echo ${RANDOM}$(cat /dev/urandom | tr -dc '[:alnum:]' | head -c${1:-32}; echo))
"Find all files with the extension .txt in the current directory and its subdirectories, and for each of those files, execute the command to replace the content with a commented version of the same content.",find ./ -name "*.txt" -exec sed -i 's/^.*$/#&/g' {} \;
Find all files in the home directory (both hidden and non-hidden) and replace all numbers with a plus sign using sed.,"find $(echo ~/{[A-Z]*,*}) | xargs sed -i 's/[0-9]\+/+/g'"
mv -f --verbose /home/user,"awk 'BEGIN{srand(); printf ""/usr/bin/%s %s\n"", substr(""chmod mv ln rm mkdir cp"", int(rand()*10), 3), substr(""-f -rf --verbose /home/user"", int(rand()*12), 5);}'"
Find all files in the current directory and its subdirectories and change the permissions to 766 for each file.,find . -type f -exec chmod 766 {} +
"printf %s\\n \""$(date '+%y%m%d%H%M%S')\"" |sed 's/\([0-9]\)/$(shuf -n1 -e 0 1 2 3 4 5 6 7 8 9)/g'

Print the current date and time in the format 'yymmddHHMMSS' and replace each digit with a random number from 0 to 9.",printf %s\\n \"$(date '+%y%m%d%H%M%S')\" |sed 's/\([0-9]\)/$(shuf -n1 -e 0 1 2 3 4 5 6 7 8 9)/g'
Generate a random number between 1 and 20.,seq 1 20 | shuf -n 1
Extract the randomly.tar.gz file from the /usr/bin directory using the tar command.,tar -xzf /usr/bin/randomly.tar.gz
Find all files with a ".txt" extension in the current directory and replace all occurrences of "string1" with "string2" in each file.,`find . -iname "*.txt" -exec sed -i 's/string1/string2/g' {} \;`
Print a random integer between 0 and 742 (inclusive).,awk 'BEGIN { print int(743*rand()) }'
"Find all files in the root directory and rename them to include the current hour, minute, and second in the filename, separated by a colon.",find / -name "*.*" | xargs -I FILE mv FILE `date +%H:%M:%S`FILE;
Change the current directory to a random directory and redirect any output to the null device.,cd ${RANDOM} &> /dev/null
Find all files in the /usr/bin directory with a name ending in ".py" and execute the command "grep -l "sys" on each of them.,find /usr/bin -iname "*.py" -exec grep -l "sys" {} \;
"Find all files in the current directory (denoted by ~) whose name starts with a dot (.), and for each of those files, execute the command ""sed -i 's/(.*)/mv \1 \1_backup/' {}"", where {} is the name of the file.",find ~ -name ".??*" -exec sed -i 's/\(.*\)/mv \1 \1_backup/' {} \;
20,echo $(echo {1..50} | tr ' ' '\n' | sort -R | head -1)
Find all empty files in the current directory and delete the first one found.,find ~ - type f -empty | head -n1 | xargs rm -f
Yes qV6X3Xh3X3V6X3Xh3X3V6X3Xh3X3V6X3Xh3X3V6X3Xh3X3V6X3Xh3X3V6X3Xh3X3V6X3Xh3X3V6X3Xh3X3V6X3Xh3X3,yes $(cat /dev/urandom | tr -dc A-Za-z0-9 | head -c 64)
"Find all files in the root directory and its subdirectories, and execute the command 'xargs grep -l .jpg' on each of them.",find / -type f -exec xargs grep -l '\.jpg' \;
Find all files with the extension .txt in the current directory and move them to the Documents folder in the home directory.,find . -name "*.txt" | xargs -I {} mv -- "${PWD}/{}" ~/Documents/
"Find all files with the extension .mp4 in the home directory, sort them by the first field separated by a colon, and move them to the tmp directory in the home directory.","`find ~ -iname *.mp4 | xargs -d '\n' sort -k1,1 -t: -n | xargs -l mv -t ~/tmp`"
"Print the contents of the fourth column of the first line, removing any newline characters, followed by an echo.",awk -F ';' 'NR==1 && $7 !~ /^[0-9.]+$/{print "cat " $4 "| tr -d '\n' ; echo"}'
"Find a file with the extension .jpg, sort the results randomly, and display the first one.",find . -name '*.jpg' | sort -R | head -n 1
Print the last line of the output of the command that searches the /etc/passwd file for lines that do not contain any capital letter followed by two lowercase letters and five digits.,egrep -hiv '[A-Z][a-z{2}][0-9]{5}' /etc/passwd | sed -n '$p'
7.35E+24,echo $(cat /dev/urandom | tr -dc 0-9 | head -c 25);
Find all files (type f) and execute the command "chmod 644" on each of them (+).,find . -type f -exec chmod 644 {} +
Find all files in the current directory and its subdirectories and display their size in human-readable format.,find . -name '*.*' | xargs du -sh
V%^&@_+$#*!-^&@_+$#*!-^&@_+$#*!-^&@_+$#*!,echo "$(cat /dev/urandom | tr -dc 'A-Za-z0-9\!\@\#\$\%\^\&\*_\-\+\=' | head -c 32)"
Find all text files in the home directory and replace the word "is" with the current timestamp for each file.,find `find ~ -name '*.txt'` -exec sed -i 's/\Bis\b/$(date +\%s)/g' {} +
"July 28, 2020, 11:45:45 AM",echo $(date -Iseconds)
"Randomly select 8 characters from the set of lowercase letters, uppercase letters, and numbers, and then echo the current timestamp in nanoseconds.",shuf -e `echo {a..z}{A..Z}{0..9} | tr -d ' '` | head -c 8 | xargs echo $(date +%s%N)
Find all files with the extension ".txt" and delete them from the entire system.,find / -type f -name "*.txt" -delete
Find all directories in the current directory and delete them recursively.,find . -type d -print0 | xargs -0 rm -rf
"Find all files in the current directory and its subdirectories whose name ends with ""_log"", and execute the command ""du -sh"" on each of them.",find ~ -iname '*_log' -exec du -sh {} \;
"Find all files in the current directory, list them in long format with human readable file sizes, cut the output to the first 45 characters, and shuffle the output.",find . -type f -exec ls -lh {} \; | cut -c1-45 | shuf
Print "You choose [a random number between 1 and 100]",seq 100 | shuf | head -n 1 | xargs -I {} printf 'echo "You choose {}"\n' {};
"Find all files with the extension "".java"" in the current directory and its subdirectories, and search for the word ""class"" in them, ignoring case.",find ~ -name *.java | xargs grep -i 'class'
Find all files that have been modified in the last 7 days and search for the word "myword" in them.,find ~ -type f -mtime -7 | xargs grep -l "myword"
"Synchronize quietly, recursively, preserving symbolic links, preserving permissions, and compressing files, excluding all zip files from the home directory's Pictures folder, and copying all jpg files to the backup media.",rsync -qanzhP --exclude=*.zip $HOME/Pictures/*.jpg /media/backup
Delete lines 3 to 6 from the file data.csv.,"sed -i '3,6!d' data.csv"
Find all files with the extension .png in the entire file system and delete them.,find / -name '*\.png' -exec rm {} \;
"Find a symbolic link with a size greater than 1MB, print its filename, sort the results randomly, and display the first one.",find . -size +1M -type l -printf "%f\n" |sort -R |head -n1
"Find a file of any type, sort it randomly, and display the first one.",find . -type f | sort -R | head -n1
echo z,printf '%s\n' {a..z} | sort -R | head -n1 | xargs -I % printf 'echo %' | bash;
Find all files and shuffle the contents of each file and output the result to the standard output.,find -type f | xargs -n1 shuf -i {} -o /dev/stdout;
"List the files in the current directory sorted by the most recently modified first, then randomly sort the results and display the first 10.",ls -t $(pwd)/* | sort -R | head -n 10
Find all files (type f) in the current directory and its subdirectories (maxdepth 3) that do not have a .sh extension (not -name "*.sh") and execute the command rm -f (remove the file) on each of them.,find . -maxdepth 3 -type f ! -name "*.sh" -exec rm -f {} \;
Find all directories with the name ending in ".tmp" and delete them.,find ~ -type d -name "*.tmp" | xargs -I {} rm -f {}
Find all files and directories whose name contains "foo" (case insensitive) and execute the command "rm" on each of them.,find ~ -iname "*foo*" -exec rm {} \;
Print a random number between 0 and 1000 and then execute the command "echo $RANDOM && ls -l".,awk 'BEGIN{srand();print int(rand()*1000)}' | xargs echo "echo \$RANDOM && ls -l"
Change the current directory to a randomly selected file in the root directory and print its name.,cd `find / -name '*' -print | sort -R | head -n 1`;
"Set the TIMEOUT variable to 1 and the SECONDS variable to 20. Then, execute a loop that will sleep for 0.1 seconds and break when the current time minus the SECONDS variable is less than 0. Finally, echo a random number between 0 and 9.",env TIMEOUT=1 SECONDS=20 sh -c ' while sleep 0.1; do [ $( expr $( date +%s ) - $SECONDS ) -lt 0 ] || break; done; echo $(($RANDOM % 10)) '
Find all files with the extension ".txt" in the entire file system and add a "#" character to the beginning of each line in those files.,find / -type f -name "*.txt" -exec sed -i 's/^/# /' {} \;
"Find all files with the extension "".sh"" in the current directory and its subdirectories, and give the user execute permission on them.",find ~ -name "*.sh" -type f -exec chmod u+x {} \;
"Find the file with the name ending in "".log"" in the directory "".env"" and its subdirectories, sort the files by version number, and display the first one.",find ~/.env -maxdepth 2 -name '*.log' | sort -V | head -n 1
Find all files in the current directory (denoted by ~/*) that are of type file (denoted by -type f) and have the name ending in ".jpg" (denoted by -name "*.jpg") and execute the command chmod +x on each of them (denoted by -exec chmod +x {} \;).,find ~/* -type f -name "*.jpg" -exec chmod +x {} \;
Print out one random word from the /usr/share/dict/words file and echo it.,shuf -n 1 /usr/share/dict/words | xargs -I%% echo "echo '%%'"
"Find all files in the current directory and its subdirectories, and change their permissions to 744.",find . -type f -name '*' -exec chmod 744 {} \;
Find all files that do not end with ".sh" and execute the command "rm -f" on each of them.,find . ! -name '*.sh' -exec rm -f {} \;
Randomly shuffle the numbers 1 through 100 and display the first one.,shuf -r -e $(echo {1..100}) | head -n 1
Find all files with permission set to 4000 and execute the command to change the permissions of those files to 777 recursively.,find / -perm +4000 -exec chmod -R 777 {} \;
Find the file named ".bashrc" in the current directory and execute the command "chmod -R 550" on it and all its contents.,find ~/.bashrc -exec chmod -R 550 {} \;
"Find all files in the current working directory and delete them, excluding files with the extension "".bat"".",find $(pwd) -type f \( ! -iname "*.bat" \) -delete
"Find all files with a "".txt"" extension in the current directory and its subdirectories, then use awk to sum the first column of each file and print the total.",find ~ -type f -name "*.txt" | xargs awk '{sum += $1} END {print sum}'
Find all files with the extension ".txt" and execute the command "sed -i 's/regex/replacement/g' {}" on each of them.,find . -name "*.txt" -exec sed -i 's/regex/replacement/g' {} \;
Randomly select one file from the current directory and its subdirectories.,shuf -n 1 $(find . -name "*.*")
Find all files (type f) and execute a sed command to replace the beginning of each line (^) with a # followed by the line (\1) on each file ({}).,find . -type f -exec sed -i -e 's/^\(.*\)$/# \1/' {} \;
Find all files with permission 600 and delete them permanently.,find / -type f -perm 600 -exec rm -f {} \;
Find all files in the current directory and its subdirectories that have a size greater than 1000 bytes and are not executable and print their names.,find ~ -size +1000c -a ! -executable -print
dsp16,echo $(ls /dev | shuf -n 1)
"Find all files in the current directory, cut the extension from the filename, and move all files with the same extension to the directory with the same name as the extension.",find . -type f | cut -d'.' -f2 | xargs -n1 -I{} mv {}.* ../{}/
"Randomly select one file from the current directory, excluding the ""."" and "".."" directories.",shuf -n 1 -e $(ls | grep -vE "(^\.$|^\.\.$)")
Find all files with the extension ".sh" in the entire file system and remove write permission for all users on those files.,find / -name '*.sh' -exec chmod a-w '{}' \;
Find all files in the current working directory and execute the command to move them to the /home/user/app/ directory.,find $(pwd) -type f -exec mv {} /home/user/app/ \;
Find all files with the extension .txt in any subdirectories between two and four levels deep and replace the word "hello" with "world" in each of them.,find . -mindepth 2 -maxdepth 4 -type f -name '*.txt' -exec sed -i 's/hello/world/' {} \;
This command will generate a random 4-digit number and print it to the screen.,shuf -i 1-9999 -n 1 | grep -e '^\d{4}$' | xargs -I % echo 'echo \"%\"' | sh
"Find all files in the root directory and its subdirectories, and delete them.",find / -iname '*' -type f -exec rm -rf {} \;
Display the contents of the file that is randomly selected from the list of files in the current directory.,cat $(ls -1tr | sort -R | head -n 1)
Replace all lines in the file "file.txt" with a random number followed by the original line.,sed -i "s/\(.*\)/$RANDOM\1/" file.txt
Find all files in the current directory and print a random number followed by the file path for each file.,find . -type f -printf "$RANDOM %p\n"
Randomly select a number between 1 and 100 and use it as an argument to make a silent curl request to www.example.com.,shuf -i 1-100 -n 1 | xargs curl -s www.example.com
"Find all files in the current directory and its subdirectories, compress them using gzip, and execute the command for each file.",find ~ -type f -exec gzip -r {} \;
Print a random four-digit number.,`echo "${RANDOM} | cut -c 4-7"`
Find all files with the .png extension in the Desktop directory and delete them.,find ~/Desktop -name "*.png" -exec rm {} \;
"Find all files with the extension "".tmp"" in the current directory and its subdirectories, then print the file names and delete them.",find ./ -name '*.tmp' -print -delete;
"Find all directories in the current directory (not including subdirectories), and set the permissions to 0755 (read, write, and execute for the owner, read and execute for the group and others).",find . -mindepth 1 -maxdepth 1 -type d -exec chmod 0755 {} \;
"Find all files and directories in the current directory and its subdirectories, and give the user execute permission for each of them.",find ~ -type f -o -type d -exec chmod u+x {} \;
"The contents of the randomly selected text file are:

This is a test file. It contains some sample text.",cat $(find / -name *.txt | shuf -n 1)
"Print numbers from 1 to a random number between 1 and 100, followed by a random 13-character string of alphanumeric characters.",seq 1 $(shuf -i 1-100 -n 1) | xargs -I % echo % $(cat /dev/urandom | tr -dc A-Za-z0-9 | head -c13)
Find all files that have not been modified in the last 30 days and execute the command "cat" on each of them.,find ~ -mtime +30 -exec cat {} \;
Find all files in the home directory that do not have an associated user and print their path.,find ~/ -type f ! -nouser -printf '%p\n'
Print "Hello World!" in a random order.,shuf -- echo -n "Hello World!"
Find all symbolic links with a name ending in ".lib" in the root directory and delete them.,`find / -type l -iname '*.lib' -exec rm -f {} \;`
Randomly select one item from the list in the file ~/mylist.txt.,shuf -n 1 -e $(cat ~/mylist.txt)
"Find all files in the current directory, get the size of each file, sort the results by size in ascending order.",find . -name "*" | xargs du -sch | sort -h
"Find all files with the extension "".conf"" in the current directory and its subdirectories, and replace all newline characters with a colon, then remove the last colon.",find . -iname '*.conf' | tr '\n' ':' | sed 's/:$//'
"Find a file with the extension .mp3, sort the results randomly, and display the first one.",find . -name "*.mp3" | sort -R | head -n1
Randomly sort the contents of the file /dev/urandom and output the first 14 characters.,sort -R /dev/urandom | head -c 14
Search the entire file system for a file with a randomly generated name consisting of 32 characters from the alphabet and numbers.,find / -name $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 32 | head -n 1)
"Find all files ending with "".conf"" in the current directory and its subdirectories, and delete them permanently.",find ~ -name "*.conf" | xargs rm -rf
"Find all files in the /dev directory, calculate their size in human-readable format, and sort the results by size in ascending order.",find /dev -name * | xargs du -h --max-depth=1 | sort -h
"Find all files in the root directory and its subdirectories, and execute the command 'touch' on each file.",find / -name \* -type f -exec touch {} \;
"Take the first 512 characters from the random device, calculate the MD5 sum of it, take the first part of the sum (before the space) and remove the newline character.",head -c 512 /dev/urandom | md5sum | cut -d ' ' -f1 | tr -d "\n"
Search the entire file system for files and move them to the directory "/some/other/dir".,find / -type f -exec mv '{}' '/some/other/dir' \;
"Take the numbers 1 to 100, divide them into pairs, shuffle them randomly, and take the first pair.",seq 100 | xargs -n 2 shuf | head -n1
"Print the last 5 characters from the random device, remove all characters except A-Z, a-z, 0-9, _, !, @, #, $, %, ^, &, *, (, ), -, +, =, ., /, ?, `, :, and ;, fold the output to 16 characters wide, and print the first line.","tail -q -c5 /dev/urandom | tr -d -c 'A-Za-z0-9_\!\@\#\$\%\^\&\*\(\)-+=,.\/\?\`:;' | fold -w 16 | head -1"
9f3d2b8a7a,printf '%s\n' $(sort -R /dev/urandom | head -c 10 | xargs printf "%x")
echo "echo hello world $(shuf -i 1-1000 -n 1 | xargs cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 8 | head -1)",shuf -i 1-1000 -n 1 | xargs echo "echo hello world $(cat /dev/urandom | tr -dc 'a-zA-Z0-9' | fold -w 8 | head -1)"
"curl http://www.randomtextgenerator.com | tr -dc 'a-zA-Z0-9' | fold -w 16 | head -n 1

Send an HTTP request to the website ""randomtextgenerator.com"", remove all characters except for alphanumeric characters, fold the text into 16 character segments, and return the first line.",curl http://www.randomtextgenerator.com | tr -dc 'a-zA-Z0-9' | fold -w 16 | head -n 1
"Yes, randomly sort the output.",yes | sort -R
Find all files with the extension ".sh" and execute the command "sed -i 's/is/was/g' {}" on each of them.,find . -name "*.sh" -exec sed -i 's/is/was/g' {} \;
"Search the home directory for any files, randomly select one, and search for the phrase ""Hello!"" (case-insensitive).",find ~/ -type f | shuf -n 1 | xargs grep -i "Hello\!"
Change the directory to the directory containing a randomly chosen configuration file.,cd `find / -type f -name "*.conf" | shuf -n 1 | xargs dirname`
Find all files and directories in the current directory and print the last modified time followed by a tab character and the file or directory name.,find . -printf "%T+\t%p\n"
"Set an environment variable with a random string of characters, then run the bash command ""echo 'Hello World!'""",env $(cat /dev/urandom | tr -dc 'A-Z=a-z0-9][&*()#@^<>|?/.' | fold -w 32 | head -n 1) bash -c "echo 'Hello World!'"
echo "The current timestamp with a random number is: $(date +"%s%N"$RANDOM)",echo $(date +"%s%N"$RANDOM)
Search the "~/Downloads" directory and its subdirectories up to a maximum depth of 3 for files with permission 420 and execute the grep command to search for the word "sed" in all files.,find "~/Downloads" -maxdepth 3 -perm +420 -exec grep -EIal "\bsed\b" {} \;
"Find all files with the extension "".sh"" in the current directory and its subdirectories, display their size in human readable format, and sort the results in descending order by size.",find ~ -type f -name '*.sh' | xargs du -h | sort -n -r
"Find all directories with a name ending in "".sh"" in a directory tree with a minimum depth of 2 and a maximum depth of 4, and list them in reverse order of modification time.",find -mindepth 2 -maxdepth 4 -type d -iname '*.sh' -exec ls -tr {} +
Find all files with the extension .jpg and move them to the Documents/Images directory.,find . -name '*.jpg' | xargs -I xx mv xx ~/Documents/Images/xx
Cut the fifth field (separated by a comma) and print the first word.,"cut -d "","" -f 5 | awk '{print $1}'"
Remove (recursively) a randomly selected file from the current directory.,rm -rf $(ls | sort -R | head -n1)
"Find all files with the extension "".sh"" in the entire file system and change the permissions to allow everyone to read, write, and execute them.",find / -name '*.sh' | xargs chmod 777
Find all files in the home directory (recursively) and create an archive called "archive.tar" containing all of them.,find ~/ -iname '*.*' | xargs tar -cvf archive.tar
"Find all files in the current directory (and its subdirectories) and reverse the order of the list, then remove any entries that are just dots, then copy each entry to the Desktop directory.",find . -iname "*.*" | tac | rev | grep -Ev "^[.]*$" | xargs -I '{}' cp '{}' ~/Desktop
Randomly sort the contents of the /etc/passwd file and display the first line.,sort -R `cat /etc/passwd` | head -n 1
Find all files in the current directory and its subdirectories and execute the command 'touch' on each file.,find . -execdir touch {} \;
Find all files in the current directory (maxdepth 1) and replace the string "OLD" with "NEW" in each file.,find . -maxdepth 1 -type f -name "*" -exec sed -i 's/OLD/NEW/g' {} +
echo 'Welcome {word}!',shuf -n 1 /usr/share/dict/words | xargs -I {} echo echo 'Welcome {}!'
Extract characters 4 through 8 from the file /usr/local/sbin/script and convert all lowercase letters to uppercase.,cut -c 4-8 /usr/local/sbin/script | tr '[:lower:]' '[:upper:]'
last 2 history,history | tail -n1 | sed -r "s/^([^ ]+) +[^ ]+ +([^ ]+).*/\2 \1/"
"Find all directories with a name ending in "".mp3"" within a maximum depth of 5 and a minimum depth of 2, and count the number of lines in each of them.",find ~ -maxdepth 5 -mindepth 2 -type d -name '*.mp3' | xargs wc -l
abcd1234,echo "$(cat /dev/urandom | LC_ALL=C tr -dc '[:alnum:]' | head -c 8)"
Randomly sort all the files in the data directory in the home directory and cut the first field delimited by a period.,sort -R $HOME/data/*.* | cut -f1 -d'.'
Randomly sort the contents of the file /dev/urandom and display the first line.,`sort -R /dev/urandom | head -n1`
"Find all files (type f) whose name starts with a dot (.), and change their permissions to 600 (read and write for the owner, nothing for everyone else) for each of them.",find . -name ".*" -type f -exec chmod 600 {} \;
Prints a random environment variable and its value.,env | shuf | head -n1;
"Take the first 512 characters from the random device and replace them with alphanumeric characters, punctuation, and symbols, then take the first 20 characters.","head -c 512 /dev/urandom | tr -dc 'a-zA-Z0-9!""#$%&'\''()*+,-./:;<=>?@[\\]^_`{|}~' | head -c 20"
